"id" "cell"
"cg00071887" "cg00071887" "Dura"
"cg11710123" "cg11710123" "Dura"
"cg07373723" "cg07373723" "Dura"
"cg08378932" "cg08378932" "Dura"
"cg15689835" "cg15689835" "Dura"
"cg07812380" "cg07812380" "Dura"
"cg16509336" "cg16509336" "Dura"
"cg13965612" "cg13965612" "Dura"
"cg06754197" "cg06754197" "Dura"
"cg26597734" "cg26597734" "Dura"
"cg24631735" "cg24631735" "Dura"
"cg20522398" "cg20522398" "Dura"
"cg25624887" "cg25624887" "Dura"
"cg05312962" "cg05312962" "Dura"
"cg05688616" "cg05688616" "Dura"
"cg17802005" "cg17802005" "Dura"
"cg24829778" "cg24829778" "Dura"
"cg04895475" "cg04895475" "Dura"
"cg08534830" "cg08534830" "Dura"
"cg24681963" "cg24681963" "Dura"
"cg26661922" "cg26661922" "Dura"
"cg02108015" "cg02108015" "Dura"
"cg01274421" "cg01274421" "Dura"
"cg03401875" "cg03401875" "Dura"
"cg18544888" "cg18544888" "Dura"
"cg05713856" "cg05713856" "Dura"
"cg04719721" "cg04719721" "Dura"
"cg11935459" "cg11935459" "Dura"
"cg05075308" "cg05075308" "Dura"
"cg15244778" "cg15244778" "Dura"
"cg17378509" "cg17378509" "Dura"
"cg05233946" "cg05233946" "Dura"
"cg14698448" "cg14698448" "Dura"
"cg17695537" "cg17695537" "Dura"
"cg14700325" "cg14700325" "Dura"
"cg02670637" "cg02670637" "Dura"
"cg03917952" "cg03917952" "Dura"
"cg19546012" "cg19546012" "Dura"
"cg11250802" "cg11250802" "Dura"
"cg00635522" "cg00635522" "Dura"
"cg19627549" "cg19627549" "Dura"
"cg13270626" "cg13270626" "Dura"
"cg07655948" "cg07655948" "Dura"
"cg27185501" "cg27185501" "Dura"
"cg20116929" "cg20116929" "Dura"
"cg25365014" "cg25365014" "Dura"
"cg07364927" "cg07364927" "Dura"
"cg06097994" "cg06097994" "Dura"
"cg04364219" "cg04364219" "Dura"
"cg24426208" "cg24426208" "Dura"
"cg25881383" "cg25881383" "Dura"
"cg02153681" "cg02153681" "Dura"
"cg21679468" "cg21679468" "Dura"
"cg23047544" "cg23047544" "Dura"
"cg02301436" "cg02301436" "Dura"
"cg19360930" "cg19360930" "Dura"
"cg20415947" "cg20415947" "Dura"
"cg09967973" "cg09967973" "Dura"
"cg00675336" "cg00675336" "Dura"
"cg08821738" "cg08821738" "Dura"
"cg00800896" "cg00800896" "Dura"
"cg23068989" "cg23068989" "Dura"
"cg13970894" "cg13970894" "Dura"
"cg09529093" "cg09529093" "Dura"
"cg09760574" "cg09760574" "Dura"
"cg01855245" "cg01855245" "Dura"
"cg11118690" "cg11118690" "Dura"
"cg07490151" "cg07490151" "Dura"
"cg18541609" "cg18541609" "Dura"
"cg23387401" "cg23387401" "Dura"
"cg06329392" "cg06329392" "Dura"
"cg22330749" "cg22330749" "Dura"
"cg27576900" "cg27576900" "Dura"
"cg23104436" "cg23104436" "Dura"
"cg26697158" "cg26697158" "Dura"
"cg18496440" "cg18496440" "Dura"
"cg10231182" "cg10231182" "Dura"
"cg22235522" "cg22235522" "Dura"
"cg14414911" "cg14414911" "Dura"
"cg24082249" "cg24082249" "Dura"
"cg13969788" "cg13969788" "Dura"
"cg05922437" "cg05922437" "Dura"
"cg27069566" "cg27069566" "Dura"
"cg18595065" "cg18595065" "Dura"
"cg25113089" "cg25113089" "Dura"
"cg02073465" "cg02073465" "Dura"
"cg04555780" "cg04555780" "Dura"
"cg23429749" "cg23429749" "Dura"
"cg04965200" "cg04965200" "Dura"
"cg06840930" "cg06840930" "Dura"
"cg11993636" "cg11993636" "Dura"
"cg00416208" "cg00416208" "Dura"
"cg02946518" "cg02946518" "Dura"
"cg15228441" "cg15228441" "Dura"
"cg16139249" "cg16139249" "Dura"
"cg04148163" "cg04148163" "Dura"
"cg19269093" "cg19269093" "Dura"
"cg02069008" "cg02069008" "Dura"
"cg06961086" "cg06961086" "Dura"
"cg09051342" "cg09051342" "Dura"
"cg22070156" "cg22070156" "Dura"
"cg21137244" "cg21137244" "Dura"
"cg24779381" "cg24779381" "Dura"
"cg16662846" "cg16662846" "Dura"
"cg14604700" "cg14604700" "Dura"
"cg11016151" "cg11016151" "Dura"
"cg02768671" "cg02768671" "Dura"
"cg01434160" "cg01434160" "Dura"
"cg26100986" "cg26100986" "Dura"
"cg17185622" "cg17185622" "Dura"
"cg03932904" "cg03932904" "Dura"
"cg17820229" "cg17820229" "Dura"
"cg11200794" "cg11200794" "Dura"
"cg18332838" "cg18332838" "Dura"
"cg10812027" "cg10812027" "Dura"
"cg08667024" "cg08667024" "Dura"
"cg15209376" "cg15209376" "Dura"
"cg20938708" "cg20938708" "Dura"
"cg06932384" "cg06932384" "Dura"
"cg23469448" "cg23469448" "Dura"
"cg23012310" "cg23012310" "Dura"
"cg18877271" "cg18877271" "Dura"
"cg24189431" "cg24189431" "Dura"
"cg08278520" "cg08278520" "Dura"
"cg24848189" "cg24848189" "Dura"
"cg08949428" "cg08949428" "Dura"
"cg02938651" "cg02938651" "Dura"
"cg07499317" "cg07499317" "Dura"
"cg02484352" "cg02484352" "Dura"
"cg13945576" "cg13945576" "Dura"
"cg16767622" "cg16767622" "Dura"
"cg03369247" "cg03369247" "Dura"
"cg24947379" "cg24947379" "Dura"
"cg14137381" "cg14137381" "Dura"
"cg12341429" "cg12341429" "Dura"
"cg09133043" "cg09133043" "Dura"
"cg17222164" "cg17222164" "Dura"
"cg22948288" "cg22948288" "Dura"
"cg11802583" "cg11802583" "Dura"
"cg12152384" "cg12152384" "Dura"
"cg02565999" "cg02565999" "Dura"
"cg04922015" "cg04922015" "Dura"
"cg11873372" "cg11873372" "Dura"
"cg24619694" "cg24619694" "Dura"
"cg10992419" "cg10992419" "Dura"
"cg14749802" "cg14749802" "Dura"
"cg27307693" "cg27307693" "Dura"
"cg06884875" "cg06884875" "Dura"
"cg24127506" "cg24127506" "Dura"
"cg16997314" "cg16997314" "Dura"
"cg07197092" "cg07197092" "Dura"
"cg17267654" "cg17267654" "Dura"
"cg16514513" "cg16514513" "Dura"
"cg26227248" "cg26227248" "Dura"
"cg16619576" "cg16619576" "Dura"
"cg22791030" "cg22791030" "Dura"
"cg07722359" "cg07722359" "Dura"
"cg17754742" "cg17754742" "Dura"
"cg14482093" "cg14482093" "Dura"
"cg07563180" "cg07563180" "Dura"
"cg22371742" "cg22371742" "Dura"
"cg16787307" "cg16787307" "Dura"
"cg22792176" "cg22792176" "Dura"
"cg04838191" "cg04838191" "Dura"
"cg14511698" "cg14511698" "Dura"
"cg13855776" "cg13855776" "Dura"
"cg11035304" "cg11035304" "Dura"
"cg11363168" "cg11363168" "Dura"
"cg05128003" "cg05128003" "Dura"
"cg16706749" "cg16706749" "Dura"
"cg16153549" "cg16153549" "Dura"
"cg18079499" "cg18079499" "Dura"
"cg15000222" "cg15000222" "Dura"
"cg05127450" "cg05127450" "Dura"
"cg09260951" "cg09260951" "Dura"
"cg21576187" "cg21576187" "Dura"
"cg10792161" "cg10792161" "Dura"
"cg12924309" "cg12924309" "Dura"
"cg23640925" "cg23640925" "Dura"
"cg11862001" "cg11862001" "Dura"
"cg14428669" "cg14428669" "Dura"
"cg22388417" "cg22388417" "Dura"
"cg04221521" "cg04221521" "Dura"
"cg27522154" "cg27522154" "Dura"
"cg08426157" "cg08426157" "Dura"
"cg19764489" "cg19764489" "Dura"
"cg02244386" "cg02244386" "Dura"
"cg01627847" "cg01627847" "Dura"
"cg26233084" "cg26233084" "Dura"
"cg05720491" "cg05720491" "Dura"
"cg18222913" "cg18222913" "Dura"
"cg02443626" "cg02443626" "Dura"
"cg06367788" "cg06367788" "Dura"
"cg07808712" "cg07808712" "Dura"
"cg13591648" "cg13591648" "Dura"
"cg27345924" "cg27345924" "Dura"
"cg07339138" "cg07339138" "Dura"
"cg23174919" "cg23174919" "Dura"
"cg21550219" "cg21550219" "Dura"
"cg13636014" "cg13636014" "Dura"
"cg18751573" "cg18751573" "Dura"
"cg00491523" "cg00491523" "Dura"
"cg02827061" "cg02827061" "Dura"
"cg22333897" "cg22333897" "Dura"
"cg05694921" "cg05694921" "Dura"
"cg22424782" "cg22424782" "Dura"
"cg21592241" "cg21592241" "Dura"
"cg00881448" "cg00881448" "Dura"
"cg04948016" "cg04948016" "Dura"
"cg11097675" "cg11097675" "Dura"
"cg25357666" "cg25357666" "Dura"
"cg19641625" "cg19641625" "Dura"
"cg11823637" "cg11823637" "Dura"
"cg15499736" "cg15499736" "Dura"
"cg01706943" "cg01706943" "Dura"
"cg13002506" "cg13002506" "Dura"
"cg08633239" "cg08633239" "Dura"
"cg19491415" "cg19491415" "Dura"
"cg07802362" "cg07802362" "Dura"
"cg00306951" "cg00306951" "Dura"
"cg21977507" "cg21977507" "Dura"
"cg16788656" "cg16788656" "Dura"
"cg10899681" "cg10899681" "Dura"
"cg13760060" "cg13760060" "Dura"
"cg27635485" "cg27635485" "Dura"
"cg24109975" "cg24109975" "Dura"
"cg27423445" "cg27423445" "Dura"
"cg15815843" "cg15815843" "Dura"
"cg15366684" "cg15366684" "Dura"
"cg24720008" "cg24720008" "Dura"
"cg01409709" "cg01409709" "Dura"
"cg10820084" "cg10820084" "Dura"
"cg17335001" "cg17335001" "Dura"
"cg24458756" "cg24458756" "Dura"
"cg08635403" "cg08635403" "Dura"
"cg05295696" "cg05295696" "Dura"
"cg21913652" "cg21913652" "Dura"
"cg25418210" "cg25418210" "Dura"
"cg14001360" "cg14001360" "Dura"
"cg26182263" "cg26182263" "Dura"
"cg26753608" "cg26753608" "Dura"
"cg04478698" "cg04478698" "Dura"
"cg14222474" "cg14222474" "Dura"
"cg01937780" "cg01937780" "Dura"
"cg19382019" "cg19382019" "Dura"
"cg24656005" "cg24656005" "Dura"
"cg13393580" "cg13393580" "Dura"
"cg23220897" "cg23220897" "Dura"
"cg26499089" "cg26499089" "Dura"
"cg08753391" "cg08753391" "Dura"
"cg13145528" "cg13145528" "Dura"
"cg05788437" "cg05788437" "Dura"
"cg04818594" "cg04818594" "Dura"
"cg10336193" "cg10336193" "Dura"
"cg04193143" "cg04193143" "Dura"
"cg08536481" "cg08536481" "Dura"
"cg02633729" "cg02633729" "Dura"
"cg05189804" "cg05189804" "Dura"
"cg00332126" "cg00332126" "Dura"
"cg25860465" "cg25860465" "Dura"
"cg13740834" "cg13740834" "Dura"
"cg21940308" "cg21940308" "Dura"
"cg08845722" "cg08845722" "Dura"
"cg02484562" "cg02484562" "Dura"
"cg13249774" "cg13249774" "Dura"
"cg14518185" "cg14518185" "Dura"
"cg19615711" "cg19615711" "Dura"
"cg02395396" "cg02395396" "Dura"
"cg24359926" "cg24359926" "Dura"
"cg15397593" "cg15397593" "Dura"
"cg10338830" "cg10338830" "Dura"
"cg17825294" "cg17825294" "Dura"
"cg15285975" "cg15285975" "Dura"
"cg07740306" "cg07740306" "Dura"
"cg14455403" "cg14455403" "Dura"
"cg19651184" "cg19651184" "Dura"
"cg19688584" "cg19688584" "Dura"
"cg10644206" "cg10644206" "Dura"
"cg23274123" "cg23274123" "Dura"
"cg06717615" "cg06717615" "Dura"
"cg22379776" "cg22379776" "Dura"
"cg12719753" "cg12719753" "Dura"
"cg21394171" "cg21394171" "Dura"
"cg12550344" "cg12550344" "Dura"
"cg01198994" "cg01198994" "Dura"
"cg26278699" "cg26278699" "Dura"
"cg18266594" "cg18266594" "Dura"
"cg17295739" "cg17295739" "Dura"
"cg27133310" "cg27133310" "Dura"
"cg01932459" "cg01932459" "Dura"
"cg06327814" "cg06327814" "Dura"
"cg17224613" "cg17224613" "Dura"
"cg23928126" "cg23928126" "Dura"
"cg11610050" "cg11610050" "Dura"
"cg14340889" "cg14340889" "Dura"
"cg13281195" "cg13281195" "Dura"
"cg03849851" "cg03849851" "Dura"
"cg10159951" "cg10159951" "Dura"
"cg08736225" "cg08736225" "Dura"
"cg00462107" "cg00462107" "Dura"
"cg16989180" "cg16989180" "Dura"
"cg07559178" "cg07559178" "Dura"
"cg18062245" "cg18062245" "Dura"
"cg23601397" "cg23601397" "Dura"
"cg17520681" "cg17520681" "Dura"
"cg01793387" "cg01793387" "Dura"
"cg10606620" "cg10606620" "Dura"
"cg16589260" "cg16589260" "Dura"
"cg00127505" "cg00127505" "Dura"
"cg02570493" "cg02570493" "Dura"
"cg17748242" "cg17748242" "Dura"
"cg10469520" "cg10469520" "Dura"
"cg14095316" "cg14095316" "Dura"
"cg24405291" "cg24405291" "Dura"
"cg11741753" "cg11741753" "Dura"
"cg00172872" "cg00172872" "Dura"
"cg10230442" "cg10230442" "Dura"
"cg07095894" "cg07095894" "Dura"
"cg16293118" "cg16293118" "Dura"
"cg25950769" "cg25950769" "Dura"
"cg19743690" "cg19743690" "Dura"
"cg19464780" "cg19464780" "Dura"
"cg04066177" "cg04066177" "Dura"
"cg01636505" "cg01636505" "Dura"
"cg04834966" "cg04834966" "Dura"
"cg20695611" "cg20695611" "Dura"
"cg25042258" "cg25042258" "Dura"
"cg10818657" "cg10818657" "Dura"
"cg10370262" "cg10370262" "Dura"
"cg26522592" "cg26522592" "Dura"
"cg20770006" "cg20770006" "Dura"
"cg01463644" "cg01463644" "Dura"
"cg15985132" "cg15985132" "Dura"
"cg02729269" "cg02729269" "Dura"
"cg03745013" "cg03745013" "Dura"
"cg08293102" "cg08293102" "Dura"
"cg03500164" "cg03500164" "Dura"
"cg14761514" "cg14761514" "Dura"
"cg06402330" "cg06402330" "Dura"
"cg10634950" "cg10634950" "Dura"
"cg05060486" "cg05060486" "Dura"
"cg22428541" "cg22428541" "Dura"
"cg23976981" "cg23976981" "Dura"
"cg24911283" "cg24911283" "Dura"
"cg08660999" "cg08660999" "Dura"
"cg21380389" "cg21380389" "Dura"
"cg07881496" "cg07881496" "Dura"
"cg21266845" "cg21266845" "Dura"
"cg12126990" "cg12126990" "Dura"
"cg12002455" "cg12002455" "Dura"
"cg04526087" "cg04526087" "Dura"
"cg19322006" "cg19322006" "Dura"
"cg04667180" "cg04667180" "Dura"
"cg17217691" "cg17217691" "Dura"
"cg08419450" "cg08419450" "Dura"
"cg21146957" "cg21146957" "Dura"
"cg01781018" "cg01781018" "Dura"
"cg15339231" "cg15339231" "Dura"
"cg07306331" "cg07306331" "Dura"
"cg05377733" "cg05377733" "Dura"
"cg27120488" "cg27120488" "Dura"
"cg04995826" "cg04995826" "Dura"
"cg12777520" "cg12777520" "Dura"
"cg05056825" "cg05056825" "Dura"
"cg00772959" "cg00772959" "Dura"
"cg07502309" "cg07502309" "Dura"
"cg06655291" "cg06655291" "Dura"
"cg08023442" "cg08023442" "Dura"
"cg03291755" "cg03291755" "Dura"
"cg01990695" "cg01990695" "Dura"
"cg05813417" "cg05813417" "Dura"
"cg13226328" "cg13226328" "Dura"
"cg23824762" "cg23824762" "Dura"
"cg00934017" "cg00934017" "Dura"
"cg24902339" "cg24902339" "Dura"
"cg07920855" "cg07920855" "Dura"
"cg18403478" "cg18403478" "Dura"
"cg26893231" "cg26893231" "Dura"
"cg11795854" "cg11795854" "Dura"
"cg07621385" "cg07621385" "Dura"
"cg21197796" "cg21197796" "Dura"
"cg10037049" "cg10037049" "Dura"
"cg23165992" "cg23165992" "Dura"
"cg09109383" "cg09109383" "Dura"
"cg22367981" "cg22367981" "Dura"
"cg13370010" "cg13370010" "Dura"
"cg08510234" "cg08510234" "Dura"
"cg17596531" "cg17596531" "Dura"
"cg08881175" "cg08881175" "Dura"
"cg04556550" "cg04556550" "Dura"
"cg09633579" "cg09633579" "Dura"
"cg03164070" "cg03164070" "Dura"
"cg08820369" "cg08820369" "Dura"
"cg12368105" "cg12368105" "Dura"
"cg10433327" "cg10433327" "Dura"
"cg08889114" "cg08889114" "Dura"
"cg13173567" "cg13173567" "Dura"
"cg03976366" "cg03976366" "Dura"
"cg24449302" "cg24449302" "Dura"
"cg06177306" "cg06177306" "Dura"
"cg18602350" "cg18602350" "Dura"
"cg15048806" "cg15048806" "Dura"
"cg14607660" "cg14607660" "Dura"
"cg08467643" "cg08467643" "Dura"
"cg25981329" "cg25981329" "Dura"
"cg03013917" "cg03013917" "Dura"
"cg10764891" "cg10764891" "Dura"
"cg10389262" "cg10389262" "Dura"
"cg24717490" "cg24717490" "Dura"
"cg01526498" "cg01526498" "Dura"
"cg21931986" "cg21931986" "Dura"
"cg08291024" "cg08291024" "Dura"
"cg05783135" "cg05783135" "Dura"
"cg14635269" "cg14635269" "Dura"
"cg26558591" "cg26558591" "Dura"
"cg02746161" "cg02746161" "Dura"
"cg14434089" "cg14434089" "Dura"
"cg14588606" "cg14588606" "Dura"
"cg05391338" "cg05391338" "Dura"
"cg15159111" "cg15159111" "Dura"
"cg26872482" "cg26872482" "Dura"
"cg16465882" "cg16465882" "Dura"
"cg05845030" "cg05845030" "Dura"
"cg19350115" "cg19350115" "Dura"
"cg25866212" "cg25866212" "Dura"
"cg14439774" "cg14439774" "Dura"
"cg16029838" "cg16029838" "Dura"
"cg09820183" "cg09820183" "Dura"
"cg01974549" "cg01974549" "Dura"
"cg25750209" "cg25750209" "Dura"
"cg09553242" "cg09553242" "Dura"
"cg11733272" "cg11733272" "Dura"
"cg14381712" "cg14381712" "Dura"
"cg13698865" "cg13698865" "Dura"
"cg04185123" "cg04185123" "Dura"
"cg08428819" "cg08428819" "Dura"
"cg04874580" "cg04874580" "Dura"
"cg02506908" "cg02506908" "Dura"
"cg21644489" "cg21644489" "Dura"
"cg05959430" "cg05959430" "Dura"
"cg10803714" "cg10803714" "Dura"
"cg27062243" "cg27062243" "Dura"
"cg04208996" "cg04208996" "Dura"
"cg22648815" "cg22648815" "Dura"
"cg19689368" "cg19689368" "Dura"
"cg24576133" "cg24576133" "Dura"
"cg02992067" "cg02992067" "Dura"
"cg17633300" "cg17633300" "Dura"
"cg01536979" "cg01536979" "Dura"
"cg17983632" "cg17983632" "Dura"
"cg24742614" "cg24742614" "Dura"
"cg04223863" "cg04223863" "Dura"
"cg02793828" "cg02793828" "Dura"
"cg11393040" "cg11393040" "Dura"
"cg19606131" "cg19606131" "Dura"
"cg00527825" "cg00527825" "Dura"
"cg08701208" "cg08701208" "Dura"
"cg08835113" "cg08835113" "Dura"
"cg08230177" "cg08230177" "Dura"
"cg13476325" "cg13476325" "Dura"
"cg23291048" "cg23291048" "Dura"
"cg11289677" "cg11289677" "Dura"
"cg20984924" "cg20984924" "Dura"
"cg09364733" "cg09364733" "Dura"
"cg06582426" "cg06582426" "Dura"
"cg10294853" "cg10294853" "Dura"
"cg06579338" "cg06579338" "Dura"
"cg01742680" "cg01742680" "Dura"
"cg26742995" "cg26742995" "Dura"
"cg16045823" "cg16045823" "Dura"
"cg22780193" "cg22780193" "Dura"
"cg00974629" "cg00974629" "Dura"
"cg01816768" "cg01816768" "Dura"
"cg16819743" "cg16819743" "Dura"
"cg20804101" "cg20804101" "Dura"
"cg06640593" "cg06640593" "Dura"
"cg20364512" "cg20364512" "Dura"
"cg24676755" "cg24676755" "Dura"
"cg23484268" "cg23484268" "Dura"
"cg21204870" "cg21204870" "Dura"
"cg18669388" "cg18669388" "Dura"
"cg17484976" "cg17484976" "Dura"
"cg16059979" "cg16059979" "Dura"
"cg02010829" "cg02010829" "Dura"
"cg03723321" "cg03723321" "Dura"
"cg24576026" "cg24576026" "Dura"
"cg24701267" "cg24701267" "Dura"
"cg07554408" "cg07554408" "Dura"
"cg26800986" "cg26800986" "Dura"
"cg13024761" "cg13024761" "Dura"
"cg21682432" "cg21682432" "Dura"
"cg13645530" "cg13645530" "Dura"
"cg02833386" "cg02833386" "Dura"
"cg15688324" "cg15688324" "Dura"
"cg23184653" "cg23184653" "Dura"
"cg08985979" "cg08985979" "Dura"
"cg25120405" "cg25120405" "Dura"
"cg10985281" "cg10985281" "Dura"
"cg16900604" "cg16900604" "Dura"
"cg09499965" "cg09499965" "Dura"
"cg20480740" "cg20480740" "Dura"
"cg18109389" "cg18109389" "Dura"
"cg19106326" "cg19106326" "Dura"
"cg18537476" "cg18537476" "Dura"
"cg08112248" "cg08112248" "Dura"
"cg05802478" "cg05802478" "Dura"
"cg06325088" "cg06325088" "Dura"
"cg10549071" "cg10549071" "Dura"
"cg10897459" "cg10897459" "Dura"
"cg26958524" "cg26958524" "Dura"
"cg00814573" "cg00814573" "Dura"
"cg16387593" "cg16387593" "Dura"
"cg22584435" "cg22584435" "Dura"
"cg23970546" "cg23970546" "Dura"
"cg09184467" "cg09184467" "Dura"
"cg14990082" "cg14990082" "Dura"
"cg04500239" "cg04500239" "Dura"
"cg13909533" "cg13909533" "Dura"
"cg26893743" "cg26893743" "Dura"
"cg17186750" "cg17186750" "Dura"
"cg09505746" "cg09505746" "Dura"
"cg16031528" "cg16031528" "Dura"
"cg10452667" "cg10452667" "Dura"
"cg01695994" "cg01695994" "Dura"
"cg26290155" "cg26290155" "Dura"
"cg12303160" "cg12303160" "Dura"
"cg14218053" "cg14218053" "Dura"
"cg17506621" "cg17506621" "Dura"
"cg18543991" "cg18543991" "Dura"
"cg25166340" "cg25166340" "Dura"
"cg17253981" "cg17253981" "Dura"
"cg07021447" "cg07021447" "Dura"
"cg15033140" "cg15033140" "Dura"
"cg13808936" "cg13808936" "Dura"
"cg01585348" "cg01585348" "Dura"
"cg00820740" "cg00820740" "Dura"
"cg08450554" "cg08450554" "Dura"
"cg09761690" "cg09761690" "Dura"
"cg02906784" "cg02906784" "Dura"
"cg07708516" "cg07708516" "Dura"
"cg15324723" "cg15324723" "Dura"
"cg19852660" "cg19852660" "Dura"
"cg23992194" "cg23992194" "Dura"
"cg13306815" "cg13306815" "Dura"
"cg02579668" "cg02579668" "Dura"
"cg16385029" "cg16385029" "Dura"
"cg06263178" "cg06263178" "Dura"
"cg21035142" "cg21035142" "Dura"
"cg12041387" "cg12041387" "Dura"
"cg16536740" "cg16536740" "Dura"
"cg01561259" "cg01561259" "Dura"
"cg08317834" "cg08317834" "Dura"
"cg03389926" "cg03389926" "Dura"
"cg18228282" "cg18228282" "Dura"
"cg07139350" "cg07139350" "Dura"
"cg20324777" "cg20324777" "Dura"
"cg14453174" "cg14453174" "Dura"
"cg13883939" "cg13883939" "Dura"
"cg05520141" "cg05520141" "Dura"
"cg11580090" "cg11580090" "Dura"
"cg25694915" "cg25694915" "Dura"
"cg23882796" "cg23882796" "Dura"
"cg13528145" "cg13528145" "Dura"
"cg07410217" "cg07410217" "Dura"
"cg25364619" "cg25364619" "Dura"
"cg17605814" "cg17605814" "Dura"
"cg19981568" "cg19981568" "Dura"
"cg02379856" "cg02379856" "Dura"
"cg25336892" "cg25336892" "Dura"
"cg00893348" "cg00893348" "Dura"
"cg16185457" "cg16185457" "Dura"
"cg02459042" "cg02459042" "Dura"
"cg00500221" "cg00500221" "Dura"
"cg00221382" "cg00221382" "Dura"
"cg17438030" "cg17438030" "Dura"
"cg01410923" "cg01410923" "Dura"
"cg05606089" "cg05606089" "Dura"
"cg03464366" "cg03464366" "Dura"
"cg18031661" "cg18031661" "Dura"
"cg25202390" "cg25202390" "Dura"
"cg22040867" "cg22040867" "Dura"
"cg17073859" "cg17073859" "Dura"
"cg10979364" "cg10979364" "Dura"
"cg20340720" "cg20340720" "Dura"
"cg06440087" "cg06440087" "Dura"
"cg09272256" "cg09272256" "Dura"
"cg02642117" "cg02642117" "Dura"
"cg17598999" "cg17598999" "Dura"
"cg00118158" "cg00118158" "Dura"
"cg03055021" "cg03055021" "Dura"
"cg17207559" "cg17207559" "Dura"
"cg26568031" "cg26568031" "Dura"
"cg18935516" "cg18935516" "Dura"
"cg03082589" "cg03082589" "Dura"
"cg08141959" "cg08141959" "Dura"
"cg12991093" "cg12991093" "Dura"
"cg15112747" "cg15112747" "Dura"
"cg03204322" "cg03204322" "Dura"
"cg22415969" "cg22415969" "Dura"
"cg22226680" "cg22226680" "Dura"
"cg26932693" "cg26932693" "Dura"
"cg00156991" "cg00156991" "Dura"
"cg26224624" "cg26224624" "Dura"
"cg23248351" "cg23248351" "Dura"
"cg16489468" "cg16489468" "Dura"
"cg20509513" "cg20509513" "Dura"
"cg00196167" "cg00196167" "Dura"
"cg06730183" "cg06730183" "Dura"
"cg15166039" "cg15166039" "Dura"
"cg25639531" "cg25639531" "Dura"
"cg17334453" "cg17334453" "Dura"
"cg04696274" "cg04696274" "Dura"
"cg05125455" "cg05125455" "Dura"
"cg07638689" "cg07638689" "Dura"
"cg10066186" "cg10066186" "Dura"
"cg02932364" "cg02932364" "Dura"
"cg10817615" "cg10817615" "Dura"
"cg26552477" "cg26552477" "Dura"
"cg08549390" "cg08549390" "Dura"
"cg04872603" "cg04872603" "Dura"
"cg12320986" "cg12320986" "Dura"
"cg03536664" "cg03536664" "Dura"
"cg07138070" "cg07138070" "Dura"
"cg10004114" "cg10004114" "Dura"
"cg27013360" "cg27013360" "Dura"
"cg00175573" "cg00175573" "Dura"
"cg05477823" "cg05477823" "Dura"
"cg24613558" "cg24613558" "Dura"
"cg23677243" "cg23677243" "Dura"
"cg14410964" "cg14410964" "Dura"
"cg13303310" "cg13303310" "Dura"
"cg19558860" "cg19558860" "Dura"
"cg13132121" "cg13132121" "Dura"
"cg21743914" "cg21743914" "Dura"
"cg16079898" "cg16079898" "Dura"
"cg19092735" "cg19092735" "Dura"
"cg12786015" "cg12786015" "Dura"
"cg20724476" "cg20724476" "Dura"
"cg19476064" "cg19476064" "Dura"
"cg17916835" "cg17916835" "Dura"
"cg24619618" "cg24619618" "Dura"
"cg24180162" "cg24180162" "Dura"
"cg03108296" "cg03108296" "Dura"
"cg00443788" "cg00443788" "Dura"
"cg24548191" "cg24548191" "Dura"
"cg09372692" "cg09372692" "Dura"
"cg24382823" "cg24382823" "Dura"
"cg10881451" "cg10881451" "Dura"
"cg14779622" "cg14779622" "Dura"
"cg00285314" "cg00285314" "Dura"
"cg17475467" "cg17475467" "Dura"
"cg09689633" "cg09689633" "Dura"
"cg08653112" "cg08653112" "Dura"
"cg15601164" "cg15601164" "Dura"
"cg12654045" "cg12654045" "Dura"
"cg20769856" "cg20769856" "Dura"
"cg00828709" "cg00828709" "Dura"
"cg04601510" "cg04601510" "Dura"
"cg25906638" "cg25906638" "Dura"
"cg23218363" "cg23218363" "Dura"
"cg18819791" "cg18819791" "Dura"
"cg05260886" "cg05260886" "Dura"
